,name,phone,location
4318,팜랜드동물병원,6348-1982,서울특별시 양천구 목동
4319,팜쉴드 동물병원,,경기도 화성시 양감면 요당리
4320,팜스플랜동물병원,031-771-9533,경기도 양평군 양평읍 공흥리
4321,팜스플랜동물병원,031)532-8158,경기도 포천시 영중면 성동리
4322,팜앤팜동물병원,064-796-3610,제주특별자치도 제주시 한림읍 동명리
4323,팜펫동물병원,321-7584,경기도 부천시 중동
4324,패밀리동물병원,033-743-8119,강원도 원주시 반곡동
4325,퍼니펫 동물병원,042-862-7588,대전광역시 유성구 어은동
4326,퍼스동물병원,02-790-7508,서울특별시 용산구 용산동2가
4327,퍼스트 동물병원,055-9022-4515,경상남도 김해시 서상동
4328,퍼스트동물병원,053-782-7580,대구광역시 수성구 지산동
4329,퍼스트동물병원,029117582,서울특별시 성북구 장위동
4330,퍼스트동물병원,031-8003-7596,경기도 화성시 반송동
4331,퍼스트동물병원,031-360-0818,경기도 안양시 동안구 호계동
4332,퍼피동물병원,042-533-7533,대전광역시 서구 가장동
4333,퍼피존동물병원,841-0010,전라북도 익산시 창인동1가
4334,퍼피즌동물병원,02-541-2651,서울특별시 강남구 삼성동
4335,퍼피캣 동물병원,418-7582,경기도 안산시 단원구 와동
4336,페로페라동물병원,031-969-8586,경기도 고양시 일산동구 식사동
4337,페츠비동물병원,055-311-7595,경상남도 김해시 부곡동
4338,페츠업 동물병원,555-0051,대구광역시 서구 평리동
4339,페츠온 동물병원,062-381-8270,광주광역시 서구 치평동
4340,페테리안동물병원,031-791-0306,경기도 하남시 망월동
4341,페토브 동물병원,2642-1239,서울특별시 양천구 신정동
4342,페트로 동물병원,0322030072,인천광역시 미추홀구 용현동
4343,페트로 동물병원,555-1075,충청남도 천안시 서북구 성정동
4344,페트로동물의료원,02-2249-7600,서울특별시 동대문구 장안동
4345,펫 동물병원,,대구광역시 수성구 노변동
4346,펫 파라다이스 동물병원,031-948-5806,경기도 파주시 목동동
4347,펫365동물병원,2282-3653,서울특별시 성동구 금호동4가
4348,펫가든,951-7707,서울특별시 노원구 중계동
4349,펫가든 의왕점동물병원,,경기도 의왕시 내손동
4350,펫가든동물병원,400-0075,서울특별시 송파구 문정동
4351,펫가든동물병원,563-0075,충청남도 천안시 서북구 성정동
4352,펫가든동물병원,237-7505,충청북도 청주시 흥덕구 비하동
4353,펫동물병원,,전라북도 전주시 완산구 효자동1가
4354,펫동물병원,055-748-0075,경상남도 진주시 인사동
4355,펫동물병원,3275-0079,서울특별시 용산구 효창동
4356,펫밀리 동물병원,064-792-7580,제주특별자치도 서귀포시 대정읍 상모리
4357,펫사랑동물병원,521-0003,인천광역시 부평구 산곡동
4358,펫스마일동물병원,919-7582,경기도 고양시 일산서구 대화동
4359,펫스토리 동물병원,031-276-0282,경기도 용인시 수지구 신봉동
4360,펫스티벌 동물병원,070-4337-5967,경기도 고양시 일산동구 풍동
4361,펫앤유 24시 동물병원,031-962-8274,경기도 고양시 덕양구 내유동
4362,펫유동물병원,055-295-5014,경상남도 창원시 마산회원구 양덕동
4363,펫유동물병원,055-295-5014,경상남도 창원시 마산회원구 양덕동
4364,펫인쥬동물메디컬센터,031-851-0901,경기도 의정부시 의정부동
4365,펫인쥬동물병원,031-860-5271,경기도 의정부시 의정부동
4366,펫츠나라 동물병원,031-314-0706,경기도 시흥시 신천동
4367,펫츠올 동물의료원,055-240-5800,경상남도 창원시 마산합포구 신포동2가
4368,펫케어 동물병원,051-896-7582,부산광역시 부산진구 가야동
4369,펫케어동물병원,041-352-7582,충청남도 당진군 당진읍 대덕리
4370,펫콤동물병원,031-252-2501,경기도 수원시 장안구 연무동
4371,펫토이동물병원,795-2184,서울특별시 용산구 한남동
4372,펫토피아 동물병원,714-8392,경기도 성남시 분당구 수내동
4373,펫토피아동물병원,414-0075,서울특별시 송파구 방이동
4374,펫트리동물의료센터,02-6949-5775,서울특별시 강동구 길동
4375,펫프렌즈동물병원,568-7533,충청남도 천안시 서북구 두정동
4376,펫프렌즈동물병원,653-7553,광주광역시 서구 풍암동
4377,펫플러스 동물병원,,대전광역시 동구 용전동
4378,펫플러스 동물병원,713-8391,경기도 성남시 분당구 정자동
4379,펫피아 동물병원,,경기도 고양시 덕양구 행신동
4380,펫필드동물병원,6568575,경기도 평택시 비전동
4381,펫하우스 동물병원,273-0975,울산광역시 남구 삼산동
4382,펫홈종합동물병원,,인천광역시 미추홀구 주안동
4383,펫홈종합동물병원,423-7588,인천광역시 남동구 논현동
4384,편안한 동물병원,042-822-8217,대전광역시 유성구 반석동
4385,평창영월정선축협 정선지점 동물병원,033-563-1805,강원도 정선군 정선읍 봉양리
4386,평창축협동물병원,033-334-2312,강원도 평창군 평창읍 하리
4387,평촌나무동물병원,031-425-3403,경기도 안양시 동안구 평촌동
4388,평촌동물병원,031-384-9505,경기도 안양시 동안구 평촌동
4389,평택축협동물병원,6833003,경기도 평택시 안중읍 안중리
4390,평화와생명동물병원,02-3395-0075,서울특별시 성동구 행당동
4391,포곡동물병원,334-3304,경기도 용인시 처인구 포곡읍 전대리
4392,포근한동물병원,,경기도 부천시 중동
4393,포근한동물병원,02-381-7963,경기도 고양시 덕양구 삼송동
4394,포두동물병원,,전라남도 고흥군 포두면 상대리
4395,포레동물병원,02-468-7975,서울특별시 성동구 성수동1가
4396,포산동물병원,616-2478,
4397,포시즌 동물병원,032-858-7570,인천광역시 연수구 송도동
4398,포유동물병원,912-6555,서울특별시 성북구 하월곡동
4399,포이동물병원,02-578-8400,서울특별시 강남구 개포동
4400,포인트동물의료센터,032-882-8275,인천광역시 미추홀구 용현동
4401,포일동물병원,031-425-7541,경기도 의왕시 포일동
4402,포천대신동물병원,031-536-7589,경기도 포천시 신읍동
4403,포천동물병원,031-535-2978,경기도 포천시 신읍동
4404,포항동물병원,054-246-0080,경상북도 포항시 북구 용흥동
4405,포항중앙동물병원,232-0075,경상북도 포항시 북구 양덕동
4406,포항축협동물병원,054-255-6123,경상북도 포항시 북구 기계면 내단리
4407,폴의골목 동물병원,,경기도 양평군 서종면 문호리
4408,퐁낭동물병원,070-7719-6297,제주특별자치도 제주시 오라이동
4409,표선가축병원,064-787-2345,제주특별자치도 서귀포시 표선면 표선리
4410,푸른 동물병원,211-2662,전라북도 전주시 덕진구 반월동
4411,푸른가축병원,357-0038,충청남도 당진시 읍내동
4412,푸른가축병원,,충청남도 당진군 당진읍 읍내리
4413,푸른동물병원,758-2013,제주특별자치도 제주시 이도일동
4414,푸른동물병원,784-1235,부산광역시 해운대구 반여동
4415,푸른동물병원,375-1613,광주광역시 서구 쌍촌동
4416,푸른동물병원,883-6363,경기도 여주시 홍문동
4417,푸른동물병원,861-0075,서울특별시 구로구 구로동
4418,푸른동물병원,063-466-8711,전라북도 군산시 동흥남동
4419,푸른동물병원,764-3033,경기도 광주시 중대동
4420,푸른동물병원,031-941-0075,경기도 파주시 아동동
4421,푸른동물병원(출장진료전문병원),055-742-3535,경상남도 진주시 장대동
4422,푸른동물종합병원,031-404-7588,경기도 시흥시 은행동
4423,푸른들동물병원,26991222,서울특별시 강서구 염창동
4424,푸른숲 동물병원,02-335-7577,서울특별시 마포구 서교동
4425,푸른종합동물병원,02-963-7582,서울특별시 동대문구 청량리동
4426,푸른종합동물병원,055-545-9099,경상남도 창원시 진해구 충무동
4427,푸른하늘 동물병원,222-4119,전라북도 전주시 완산구 평화동2가
4428,푸우동물병원,042-223-5775,대전광역시 중구 중촌동
4429,품 동물병원,,서울특별시 동작구 상도1동
4430,풍기동물병원,054-632-4700,경상북도 영주시 하망동
4431,풍동 라파엘 동물병원,,경기도 고양시 일산동구 풍동
4432,풍동동물병원,,경기도 고양시 일산동구 풍동
4433,풍산동물병원,054-858-5120,
4434,풍지동물병원,,경상북도 포항시 남구 해도동
4435,퓨리나동물병원,900-9929,서울특별시 도봉구 쌍문동
4436,프라임동물병원,457-0292,서울특별시 광진구 구의동
4437,프라임동물병원,031-566-2475,경기도 구리시 수택동
4438,프라임동물병원,8017-9975,경기도 성남시 분당구 운중동
4439,프라자 동물병원,032-851-5575,인천광역시 연수구 송도동
4440,프라하동물병원,031-391-7075,경기도 군포시 당동
4441,프란다스동물병원,309-8275,서울특별시 서대문구 남가좌동
4442,프렌즈동물병원,597-7522,서울특별시 서초구 방배동
4443,프렌즈동물병원,031-845-2500,경기도 의정부시 의정부동
4444,프렌즈동물병원,02-874-7585,서울특별시 관악구 봉천동
4445,프렌즈동물병원,062-374-0128,광주광역시 서구 쌍촌동
4446,프렌즈동물병원,031-692-5331,경기도 평택시 동삭동
4447,프렌즈동물병원,227-4975,전라북도 전주시 완산구 삼천동1가
4448,플러스동물메디컬센터,,서울특별시 영등포구 양평동4가
4449,플러스동물의료센터,053-424-2455,대구광역시 북구 칠성동2가
4450,피그랑동물병원,,제주특별자치도 제주시 해안동
4451,피그만클리닉,,경기도 고양시 덕양구 삼송동
4452,피그벳,631-3865,경기도 이천시 모가면 진가리
4453,피그월드 동물병원,633-4287,충청남도 홍성군 홍북읍 신경리
4454,피그케어 동물병원,,대전광역시 대덕구 신탄진동
4455,피그헬스동물병원,,충청남도 논산시 연무읍 동산리
4456,피닉스동물병원,02-813-7579,서울특별시 동작구 대방동
4457,피닉스동물병원,246-7551,부산광역시 중구 남포동2가
4458,피움동물병원,02-384-3100,서울특별시 은평구 진관동
4459,피정현 동물병원,"864-7582, 010-3350-0029",부산광역시 연제구 연산동
4460,피카소동물병원,3427-6419,서울특별시 강동구 명일동
4461,피카소동물병원,467-3673,서울특별시 광진구 화양동
4462,필동물병원,033-534-7178,강원도 동해시 천곡동
4463,필동물종합병원,2649-0774,서울특별시 양천구 목동
4464,필립동물병원,611-1766,경기도 평택시 지산동
4465,필유동물병원,055-543-0022,경상남도 창원시 진해구 석동
4466,필유동물병원,055-543-0022,경상남도 창원시 진해구 석동
4467,필종합동물병원,462-2550,인천광역시 남동구 남촌동
4468,하군이네 동물병원,031-8055-7803,경기도 오산시 궐동
4469,하나,011-445-2543,경기도 이천시 창전동
4470,하나 동물병원,553-6678,인천광역시 계양구 작전동
4471,하나 동물병원,253-5677,전라북도 전주시 덕진구 덕진동2가
4472,하나동물병원,,충청남도 금산군 금산읍 중도리
4473,하나동물병원,043-223-5511,충청북도 청주시 청원구 내덕동
4474,하나동물병원,061-532-7582,전라남도 해남군 해남읍 고도리
4475,하나동물병원,337-0975,부산광역시 북구 금곡동
4476,하나동물병원,02-574-0511,서울특별시 서초구 신원동
4477,하나동물병원,,전라남도 무안군 청계면 도림리
4478,하나동물병원,838-4742,충청북도 증평군 증평읍 증천리
4479,하나동물병원,2666-6075,서울특별시 강서구 방화동
4480,하나동물병원,582-9600,충청남도 천안시 서북구 성환읍 매주리
4481,하나동물병원,273-7747,울산광역시 남구 삼산동
4482,하나동물병원,031-853-7550,경기도 의정부시 신곡동
4483,하나동물병원,053-631-5575,대구광역시 달서구 상인동
4484,하나동물병원,033-243-7511,강원도 춘천시 후평동
4485,하나동물병원,,부산광역시 동구 수정동
4486,하나동물병원,043-223-5511,충청북도 청주시 상당구 내덕동
4487,하나동물병원,043-223-5511,충청북도 청주시 상당구 내덕동
4488,하나동물병원,02-6242-7500,서울특별시 동대문구 휘경동
4489,하나동물병원,,경기도 김포시 사우동
4490,하나동물종합병원,,전라북도 남원시 왕정동
4491,하나로 동물병원,,경기도 연천군 전곡읍 전곡리
4492,하나로 양한방 동물병원,031-996-7975,경기도 김포시 장기동
4493,하나로가축병원,345-8575,강원도 횡성군 횡성읍 읍하리
4494,하나로동물병원,062-371-0750,광주광역시 서구 치평동
4495,하나로동물병원,,대전광역시 동구 대동
4496,하나로동물병원,,전라북도 익산시 부송동
4497,하나사랑동물병원,02-822-7574,서울특별시 동작구 상도동
4498,하나카동물병원,02-566-5852,서울특별시 강남구 역삼동
4499,하남동물병원,952-5446,광주광역시 광산구 월곡동
4500,하남동물병원,793-7802,경기도 하남시 덕풍동
4501,하남숲동물병원,070-4624-0075,경기도 하남시 덕풍동
4502,하남플러스 동물병원,031-792-8575,경기도 하남시 신장동
4503,하노바동물병원,614-7582,경기도 부천시 중동
4504,하노버,9193567,경기도 고양시 일산서구 주엽동
4505,하누동물병원,,경상북도 의성군 의성읍 도서리
4506,하늘가축병원,342-4488,강원도 횡성군 횡성읍 읍상리
4507,하늘동물병원,,인천광역시 중구 운서동
4508,하늘동물병원,055-604-1100,경상남도 창원시 성산구 가음동
4509,하늬동물병원,345-8115,경상남도 김해시 삼방동
4510,하니동물병원,02-2647-1772,서울특별시 양천구 목동
4511,하니동물병원,0234220977,서울특별시 중랑구 신내동
4512,하단동물병원,291-4456,부산광역시 사하구 하단동
4513,하단오거리 동물의료센터,264-8275,부산광역시 사하구 하단동
4514,하동동물병원,,경상남도 하동군 하동읍 읍내리
4515,하동물병원,054-636-9975,경상북도 영주시 하망동
4516,하동축산농협동물병원,,경상남도 하동군 진교면 안심리
4517,하랑동물의료센터,031-522-6767,경기도 남양주시 다산동
4518,하루동물병원,232-5900,전라북도 전주시 완산구 평화동2가
4519,하모니동물병원,042-934-8575,대전광역시 유성구 관평동
4520,하모니동물병원,225-7575,경기도 부천시 중동
4521,하박사 동물병원,,경상남도 창원시 봉곡동
4522,하비동물병원,2038-9980,서울특별시 도봉구 창동
4523,하스펫탈동물병원,435-2275,서울특별시 중랑구 면목동
4524,하슬라동물병원,033-645-7585,강원도 강릉시 교동
4525,하안동물병원,02-897-7580,경기도 광명시 하안동
4526,하얀기린 동물병원,032-564-3575,인천광역시 서구 연희동
4527,하양동물병원,,경상북도 경산시 하양읍 도리리
4528,하은동물병원,031-286-8999,경기도 용인시 기흥구 보라동
4529,하은동물병원,031-388-7585,경기도 안양시 동안구 비산동
4530,하이유 동물병원,02-2242-7510,서울특별시 동대문구 답십리동
4531,하이응급동물메디칼센터,043-653-7588,충청북도 제천시 영천동
4532,하이펫동물병원,031-205-0075,경기도 수원시 영통구 영통동
4533,하인츠동물병원,032-204-7707,인천광역시 미추홀구 용현동
4534,하임동물병원,031-898-4300,경기도 용인시 수지구 풍덕천동
4535,하임동물의료센터,,경기도 김포시 풍무동
4536,하정 동물병원,,전라남도 영광군 영광읍 신하리
4537,하태흥반려동물의료센터,466-8670,인천광역시 남동구 만수동
4538,하트동물메디컬센터,424-2955,서울특별시 송파구 삼전동
4539,하트동물병원,276-7675,전라북도 전주시 덕진구 송천동1가
4540,하트동물의료센터,031-985-8075,경기도 김포시 걸포동
4541,하트만 동물병원,031-874-7533,경기도 의정부시 호원동
4542,하트온동물병원,2644-5975,서울특별시 강서구 화곡동
4543,하트펫 동물병원,,경기도 용인시 기흥구 공세동
4544,하하 동물병원,031-292-1275,경기도 수원시 권선구 구운동
4545,하하동물병원,031-766-3463,경기도 광주시 태전동
4546,학산동물병원,051-557-7577,부산광역시 동래구 복천동
4547,학성동물병원,244-6545,울산광역시 중구 성남동
4548,학익동물병원,,인천광역시 미추홀구 학익동
4549,학장동물병원,051-312-7555,부산광역시 사상구 학장동
4550,학하동물병원,,대전광역시 유성구 학하동
4551,한 동물병원,02-577-3690,서울특별시 서초구 양재동
4552,한 동물병원,02-575-7581,서울특별시 강남구 개포동
4553,한가람가축병원,054-432-2292,경상북도 김천시 황금동
4554,한가람동물의료센터,02-844-7775,서울특별시 영등포구 신길동
4555,한강동물병원,055-241-5005,경상남도 창원시 마산합포구 해운동
4556,한강동물병원,571-4465,경기도 남양주시 퇴계원읍 퇴계원리
4557,한강동물병원,792-0081,전라남도 광양시 광영동
4558,한강동물병원,935-7588,서울특별시 노원구 상계동
4559,한강동물병원,031)536-8388,경기도 포천시 군내면 하성북리
4560,한강동물병원,055-241-5005,경상남도 창원시 마산합포구 해운동
4561,한강동물의료센터,,경기도 김포시 장기동
4562,한결같은 동물병원,,경상북도 경산시 하양읍 동서리
4563,한결동물병원,031-8027-8080,경기도 하남시 망월동
4564,한결동물병원,,전라북도 남원시 동충동
4565,한결동물의료센터,652-8275,광주광역시 서구 풍암동
4566,한결산업동물병원「산업동물에 대한 출장진료를 전문으로 함」,,경기도 이천시 설성면 금당리
4567,한국,564-1629,전라북도 고창군 고창읍 교촌리
4568,한국 종합 동물병원,,경상남도 진주시 상평동
4569,한국금호동물병원,,제주특별자치도 제주시 구좌읍 한동리
4570,한국동물메디컬센터(KAMC),2208-6788,서울특별시 중랑구 면목동
4571,한국동물병원,403-1604,경기도 안산시 단원구 초지동
4572,한국동물병원,,인천광역시 미추홀구 용현동
4573,한국동물병원,,충청남도 공주시 금흥동
4574,한국동물병원,"0432213815,01064773982",충청북도 청주시 상당구 남문로1가
4575,한국동물병원,746-8990,경기도 성남시 중원구 상대원동
4576,한국동물병원,847-6759,서울특별시 영등포구 신길동
4577,한국동물병원,253-6737,충청북도 청주시상당구 남문로1가
4578,한국동물병원,544-2474,충청북도 보은군 보은읍 삼산리
4579,한국동물병원,,경상북도 경산시 하양읍 동서리
4580,한국동물병원(산업동물에 대한 출장진료를 전문으로 함),,경기도 파주시 월롱면 덕은리
4581,한국동물병원(출장진료전문병원),,경상남도 창녕군 성산면 정녕리
4582,한국동물선진의료연구소(KASMINE) 동물심혈관신장센터,031-716-9001,경기도 성남시 분당구 구미동
4583,한국동물암센터,02-932-0075,서울특별시 노원구 상계동
4584,한국동물영상의학센터,02-6215-3416,서울특별시 중랑구 중화동
4585,한국동물혈액은행 동물병원,,강원도 속초시 동명동
4586,한국마사회 서울부속동물병원,02-509-1911,경기도 과천시 주암동
4587,한국마사회 제주육성목장 동물병원,780-0141,제주특별자치도 제주시 조천읍 교래리
4588,한국생명공학연구원 영장류자원지원센터 부속 동물병원,063-570-5314,전라북도 정읍시 입암면 접지리
4589,한국양봉농협동물병원,031-671-9323,경기도 안성시 미양면 구수리
4590,한국영양전문동물병원,031-761-7675,경기도 광주시 목현동
4591,한길동물병원,631-5735,충청남도 홍성군 홍성읍 대교리
4592,한길동물병원,,전라북도 고창군 흥덕면 흥덕리
4593,한나동물병원,02-595-8875,서울특별시 서초구 방배동
4594,한남동물병원,793-9230,서울특별시 용산구 한남동
4595,한독동물병원,531-2852,부산광역시 금정구 서동
4596,한독동물병원,033-242-2925,강원도 춘천시 후평동
4597,한동물병원,031-692-2250,경기도 평택시 오성면 숙성리
4598,한동물병원(출장진료동물병원),016-653-0647,전라북도 김제시 용지면 부교리
4599,한라동물병원,041-832-8321,충청남도 부여군 부여읍 동남리
4600,한라동물의료센터,064-725-7577,제주특별자치도 제주시 이도이동
4601,한라동물종합병원,753-0880,제주특별자치도 제주시 일도이동
4602,한림산업동물병원,,
4603,한마음,933-6858,인천광역시 강화군 강화읍 남산리
4604,한마음 동물병원,,충청북도 진천군 덕산읍 용몽리
4605,한마음 동물의료센터,031-244-0117,경기도 수원시 장안구 영화동
4606,한마음동물병원,265-7512,경기도 용인시 수지구 풍덕천동
4607,한마음동물병원,055-313-7200,경상남도 김해시 구산동
4608,한마음동물병원,031-987-7582,경기도 김포시 통진읍 도사리
4609,한마음동물병원,02-2692-8275,서울특별시 강서구 화곡동
4610,한마음동물병원,355-7931,서울특별시 은평구 신사동
4611,한마음동물병원,366-0990,경기도 화성시 향남읍 평리
4612,한마음동물약품병원,,전라남도 담양군 담양읍 객사리
4613,한마음종합동물병원,053-555-7585,대구광역시 달서구 두류동
4614,한민동물병원,538-3838~9,대전광역시 서구 내동
4615,한밭동물병원,,제주특별자치도 제주시 해안동
4616,한밭동물종합병원,042-931-1187,대전광역시 유성구 봉산동
4617,한별피그크리닉,0315569008,경기도 포천시 관인면 탄동리
4618,한빛 동물병원,031-252-2119,경기도 수원시 장안구 천천동
4619,한빛 동물병원,0612830139,전라남도 목포시 상동
4620,한빛동물병원,,세종특별자치시  금남면 용포리
4621,한빛동물병원,,충청북도 청주시 서원구 사창동
4622,한빛동물병원,321-3824,경상남도 김해시 어방동
4623,한빛동물병원,031-429-7575,경기도 안양시 동안구 호계동
4624,한빛동물병원,,충청북도 청주시 흥덕구 사창동
4625,한빛동물병원,356-4311,경기도 화성시 남양읍 남양리
4626,한빛동물병원,011-452-0260,충청남도 연기군 금남면 용포리
4627,한빛동물병원,382-7511,서울특별시 은평구 진관동
4628,한빛동물병원,992-0074,서울특별시 도봉구 창동
4629,한빛동물병원,,경상북도 상주시 외답동
4630,한빛동물병원,02-2233-1848,서울특별시 성동구 금호동2가
4631,한빛동물병원,567-7577,충청남도 천안시 서북구 두정동
4632,한빛동물병원,959-7558,광주광역시 광산구 신가동
4633,한빛동물병원,,충청남도 천안시 서북구 성환읍 매주리
4634,한빛동물병원,064-748-7572,제주특별자치도 제주시 한경면 저지리
4635,한사랑 동물병원,064-747-3000,제주특별자치도 제주시 아라일동
4636,한사랑동물병원,,서울특별시 성북구 성북동1가
4637,한사랑동물병원,555-8300,부산광역시 동래구 명륜동
4638,한사랑동물병원,749-8275,서울특별시 용산구 용산동2가
4639,한사랑동물병원,0546557579,경상북도 예천군 예천읍 남본리
4640,한사랑동물의료센타 동물병원,276-8046,전라남도 목포시 옥암동
4641,한샘동물병원,,충청북도 청주시 흥덕구 가경동
4642,한샘종합동물병원,2681-7585,서울특별시 구로구 개봉동
4643,한서동물병원,784-0657,제주특별자치도 제주시 봉개동
4644,한서동물병원,,경기도 양평군 양평읍 회현리
4645,한서동물의료센터,665-7588,충청남도 서산시 동문동
4646,한성동물병원,,경기도 포천시 자작동
4647,한성동물병원,054-636-7582,
4648,한성동물병원,031-232-5831,경기도 수원시 팔달구 지동
4649,한성동물병원,02-872-7609,서울특별시 관악구 신림동
4650,한솔 동물병원,"553-4652,",인천광역시 계양구 계산동
4651,한솔가축병원,,충청남도 예산군 삽교읍 송산리
4652,한솔동물병원,737-8375,서울특별시 서대문구 홍제동
4653,한솔동물병원,,경상북도 의성군 봉양면 화전리
4654,한솔동물병원,201-0475,부산광역시 사하구 괴정동
4655,한솔동물병원,055-551-0706,경상남도 창원시 진해구 석동
4656,한솔동물병원,055-551-0706,경상남도 창원시 진해구 석동
4657,한솔동물병원,,경상북도 구미시 선산읍 이문리
4658,한솔동물병원,332-7951,경기도 용인시 처인구 원삼면 좌항리
4659,한솔동물병원,054-331-0137,경상북도 영천시 문외동
4660,한솔양계병원,,경기도 용인시 처인구 백암면 가좌리
4661,한수24시동물병원,306-8575,서울특별시 은평구 증산동
4662,한수풀동물병원,064-796-4451,제주특별자치도 제주시 한림읍 한림리
4663,한스동물병원,"555-7756,",인천광역시 계양구 동양동
4664,한스동물병원,303-1114,서울특별시 서대문구 남가좌동
4665,한신동물병원,,경기도 안성시 죽산면 죽산리
4666,한아름 동물병원,02-332-7582,서울특별시 마포구 창전동
4667,한양동물메디컬센터,02-2281-5200,서울특별시 성동구 행당동
4668,한양종합동물병원,420-9993,서울특별시 송파구 송파동
4669,한양종합동물병원,527-8742,부산광역시 동래구 명장동
4670,한양한방동물병원,761-6560(010-8902-8114),인천광역시 중구 용동
4671,한얼동물병원,304-5553,서울특별시 은평구 응암동
4672,한우동물병원,,충청남도 연기군 조치원읍 상리
4673,한우동물병원,,세종특별자치시  조치원읍 상리
4674,한우리 동물병원,054-636-8119,경상북도 영주시 하망동
4675,한우리동물병원(출장전문),,전라북도 김제시 금구면 산동리
4676,한우사랑동물병원,,충청남도 공주시 사곡면 호계리
4677,한울 AHC동물병원,,충청남도 당진시 순성면 봉소리
4678,한울메디벳,,충청남도 공주시 우성면 상서리
4679,한원동물병원,,충청남도 아산시 둔포면 둔포리
4680,한유복동물병원,,경기도 파주시 광탄면 용미리
4681,한유복동물병원,,경기도 파주시 광탄면 용미리
4682,한일가축병원,772-6635,경상북도 경주시 효현동
4683,한일동물병원,055-225-7585,경상남도 창원시 마산회원구 양덕동
4684,한일동물병원,061-452-0877,전라남도 무안군 무안읍 성내리
4685,한일동물병원,332-8275,충청남도 예산군 예산읍 주교리
4686,한일동물병원,,전라북도 군산시 월명동
4687,한일동물병원,043-643-3037,충청북도 제천시 명동
4688,한일동물병원(출장진료전문동물병원),061-382-6100,전라남도 담양군 담양읍 천변리
4689,한일종합동물병원,055-255-7585,경상남도 창원시 마산회원구 양덕동
4690,한주동물병원,,경기도 연천군 전곡읍 전곡리
4691,한호동물병원,611-5736,경기도 평택시 서정동
4692,함께하는 동물병원,,경상북도 포항시 남구 대잠동
4693,함께하는 동물병원,,
4694,함께하는 동물병원,031-275-6549,경기도 용인시 기흥구 마북동
4695,함께하는동물병원,02-2299-3283,서울특별시 성동구 옥수동
4696,함안축협동물병원,055-583-4992,경상남도 함안군 가야읍 가야리
4697,함양동물병원,0559638875,경상남도 함양군 함양읍 용평리
4698,함창가축병원,054-541-3124,경상북도 상주시 함창읍 구향리
4699,함평동물병원,,전라남도 함평군 함평읍 내교리
4700,함평축협동물병원,324-0045,
4701,합천가축병원,,경상남도 합천군 삼가면
4702,합천축협동물병원,933-0058,경상남도 합천군 율곡면 임북리
4703,항동푸른숲동물병원,0220887578,서울특별시 구로구 항동
4704,해남동물병원,061-537-7119,전라남도 해남군 해남읍 남외리
4705,해남진도축협동물병원,534-9601,전라남도 해남군 해남읍 평동리
4706,해담동물병원,588-8275,경기도 광명시 철산동
4707,해담은동물병원,031-892-7775,경기도 용인시 수지구 성복동
4708,해동가축병원,442-1593,
4709,해동동물병원,352-6768,경상남도 밀양시 무안면 무안리
4710,해동물병원,055-389-0275,경상남도 양산시 물금읍 범어리
4711,해동물병원,02-744-9098,서울특별시 종로구 창신동
4712,해든동물병원,033-762-9944,강원도 원주시 단구동
4713,해든동물병원,051)343-3834,부산광역시 북구 구포동
4714,해듬동물병원,041-541-0733,충청남도 아산시 탕정면 명암리
4715,해뜨는 동물병원 해질녘책방,025366469,서울특별시 서초구 잠원동
4716,해뜰동물병원,031-889-7556,경기도 용인시 기흥구 보정동
4717,해림동물병원,"546-0079,",인천광역시 계양구 작전동
4718,해마루동물병원,781-2992,경기도 성남시 분당구 서현동
4719,해맑은 동물병원,031-924-0075,경기도 고양시 일산서구 탄현동
4720,해맑은 동물병원,063-464-7582,전라북도 군산시 나운동
4721,해맑은동물병원,3663-7584,서울특별시 강서구 가양동
4722,해맑은동물병원,031-865-5700,경기도 양주시 광사동
4723,해맑은동물병원,469-8275,인천광역시 남동구 만수동
4724,해맑은동물병원,,충청남도 천안시 서북구 두정동
4725,해맑은동물병원,742-1868,제주특별자치도 제주시 노형동
4726,해맑은동물병원,571-7582,광주광역시 북구 용두동
4727,해맑은동물병원,053-633-8811,대구광역시 달서구 진천동
4728,해맑은동물병원,02-6954-7582,서울특별시 광진구 자양동
4729,해맞이 동물병원,02-2690-7579,서울특별시 양천구 신월동
4730,해미성,,충청남도 서산시 해미면 읍내리
4731,해미성,011-431-6914,충청남도 서산시 해미면 읍내리
4732,해미성,,충청남도 서산시 해미면 읍내리
4733,해밀 동물의료센터,055-337-6890,경상남도 김해시 어방동
4734,해밀동물병원,0319662777,경기도 고양시 일산동구 식사동
4735,해밀동물병원,553-0075,경기도 남양주시 진접읍 금곡리
4736,해밀동물병원,744-7582,제주특별자치도 제주시 이도이동
4737,해밀동물병원,051-710-1766,부산광역시 해운대구 송정동
4738,해봄동물병원,954-6990,서울특별시 도봉구 도봉동
4739,해비치동물병원,051-753-9875,
4740,해성동물병원,02-2651-9953,서울특별시 양천구 신정동
4741,해솔 동물병원,0539597775,대구광역시 북구 대현동
4742,해솔동물병원,8003-7595,경기도 화성시 능동
4743,해양수산동물병원,055-643-6667,경상남도 통영시 정량동
4744,해오름 동물병원,818-6543,경기도 고양시 덕양구 주교동
4745,해오름 동물병원,032-522-7582,인천광역시 부평구 부평동
4746,해오름동물병원,031-953-7587,경기도 파주시 문산읍 당동리
4747,해오름동물병원,031-747-0406,경기도 성남시 중원구 금광동
4748,해온동물병원,051)612-7552,부산광역시 남구 용호동
